"word","count","year"
"related",1,2009
"road",1,2009
"sanitary",1,2009
"section",1,2009
"semi",1,2009
"shape",1,2009
"sheets",1,2009
"shipments",1,2009
"silver",1,2009
"similar",1,2009
"simply",1,2009
"size",1,2009
"skins",1,2009
"specified",1,2009
"stones",1,2009
"sugar",1,2009
"suitable",1,2009
"switching",1,2009
"tea",1,2009
"telecommunications",1,2009
"than",1,2009
"to",1,2009
"transport",1,2009
"type",1,2009
"up",1,2009
"use",1,2009
"value",1,2009
"valued",1,2009
"water",1,2009
"whether",1,2009
"work",1,2009
"worked",1,2009
"works",1,2009
"abrasives",1,2010
"access",1,2010
"agricultural",1,2010
"air",1,2010
"aircraft",1,2010
"alcoholic",1,2010
"all",1,2010
"analysing",1,2010
"arms",1,2010
"art",1,2010
"article",1,2010
"automatic",1,2010
"birds",1,2010
"board",1,2010
"boats",1,2010
"bovine",1,2010
"briquettes",1,2010
"but",1,2010
"butane",1,2010
"cases",1,2010
"cement",1,2010
"charcoal",1,2010
"chilled",1,2010
"civil",1,2010
"classified",1,2010
"clay",1,2010
"co",1,2010
"cocoa",1,2010
"coke",1,2010
"cold",1,2010
"combustion",1,2010
"containing",1,2010
"corn",1,2010
"crustaceans",1,2010
"current",1,2010
"cut",1,2010
"cycles",1,2010
"data",1,2010
"diagnostic",1,2010
"diamonds",1,2010
"domestic",1,2010
"electricity",1,2010
"elements",1,2010
"engineering",1,2010
"essential",1,2010
"estimate",1,2010
"estimated",1,2010
"excl",1,2010
"excluding",1,2010
"f",1,2010
"ferrous",1,2010
"fertilizer",1,2010
"fertilizers",1,2010
"floor",1,2010
"footwear",1,2010
"form",1,2010
"fuel",1,2010
"function",1,2010
"furniture",1,2010
"gaseous",1,2010
"gases",1,2010
"gravel",1,2010
"group",1,2010
"hand",1,2010
"handling",1,2010
"hides",1,2010
"import",1,2010
"inc",1,2010
"industrial",1,2010
"industries",1,2010
"internal",1,2010
"kind",1,2010
"lead",1,2010
"lignite",1,2010
"liquid",1,2010
"live",1,2010
"made",1,2010
"manufactured",1,2010
"manufacturing",1,2010
"measuring",1,2010
"metallic",1,2010
"minerals",1,2010
"molluscs",1,2010
"nitrogen",1,2010
"ore",1,2010
"particular",1,2010
"pearls",1,2010
"peat",1,2010
"pieces",1,2010
"plywood",1,2010
"primary",1,2010
"process",1,2010
"processing",1,2010
"producer",1,2010
"propane",1,2010
"protecting",1,2010
"purpose",1,2010
"related",1,2010
"road",1,2010
"rough",1,2010
"sand",1,2010
"sanitary",1,2010
"section",1,2010
"semi",1,2010
"shape",1,2010
"shipments",1,2010
"ships",1,2010
"silver",1,2010
"similar",1,2010
"simply",1,2010
"size",1,2010
"skins",1,2010
"specialized",1,2010
"specified",1,2010
"spices",1,2010
"stone",1,2010
"stones",1,2010
"storage",1,2010
"strip",1,2010
"substitutes",1,2010
"sugar",1,2010
"suitable",1,2010
"sulfur",1,2010
"switching",1,2010
"tea",1,2010
"telecommunications",1,2010
"than",1,2010
"tin",1,2010
"to",1,2010
"transport",1,2010
"type",1,2010
"up",1,2010
"uranium",1,2010
"use",1,2010
"value",1,2010
"valued",1,2010
"wastes",1,2010
"water",1,2010
"whether",1,2010
"work",1,2010
"worked",1,2010
"works",1,2010
"zinc",1,2010
"access",1,2011
"agricultural",1,2011
"air",1,2011
"alcoholic",1,2011
"all",1,2011
"allies",1,2011
"ammunition",1,2011
"analysing",1,2011
"antiques",1,2011
"arms",1,2011
"art",1,2011
"article",1,2011
"automatic",1,2011
"board",1,2011
"but",1,2011
"cases",1,2011
"cement",1,2011
"cheese",1,2011
"chips",1,2011
"civil",1,2011
"classified",1,2011
"co",1,2011
"cocoa",1,2011
"containing",1,2011
"corn",1,2011
"current",1,2011
"cut",1,2011
"data",1,2011
"distributing",1,2011
"domestic",1,2011
"elements",1,2011
"essential",1,2011
"estimate",1,2011
"estimated",1,2011
"excl",1,2011
"excluding",1,2011
"f",1,2011
"footwear",1,2011
"form",1,2011
"fuel",1,2011
"function",1,2011
"gluten",1,2011
"group",1,2011
"hand",1,2011
"import",1,2011
"inc",1,2011
"ind",1,2011
"industrial",1,2011
"industries",1,2011
"internal",1,2011
"kind",1,2011
"lead",1,2011
"made",1,2011
"manufactured",1,2011
"manufacturing",1,2011
"measuring",1,2011
"medical",1,2011
"minerals",1,2011
"particular",1,2011
"primary",1,2011
"process",1,2011
"processing",1,2011
"producer",1,2011
"protecting",1,2011
"purpose",1,2011
"related",1,2011
"road",1,2011
"rough",1,2011
"sanitary",1,2011
"section",1,2011
"shape",1,2011
"shapes",1,2011
"shipments",1,2011
"ships",1,2011
"similar",1,2011
"simply",1,2011
"size",1,2011
"specialized",1,2011
"specified",1,2011
"stone",1,2011
"stones",1,2011
"substitutes",1,2011
"sugar",1,2011
"switching",1,2011
"tea",1,2011
"telecommunications",1,2011
"than",1,2011
"to",1,2011
"transport",1,2011
"type",1,2011
"up",1,2011
"use",1,2011
"value",1,2011
"valued",1,2011
"watches",1,2011
"water",1,2011
"whether",1,2011
"work",1,2011
"worked",1,2011
"works",1,2011
"access",1,2012
"additives",1,2012
"agricultural",1,2012
"air",1,2012
"alcoholic",1,2012
"all",1,2012
"analysing",1,2012
"arms",1,2012
"art",1,2012
"article",1,2012
"automatic",1,2012
"board",1,2012
"bovine",1,2012
"buildings",1,2012
"but",1,2012
"cases",1,2012
"cement",1,2012
"cereals",1,2012
"cheese",1,2012
"civil",1,2012
"classified",1,2012
"co",1,2012
"cocoa",1,2012
"containing",1,2012
"cosmetics",1,2012
"current",1,2012
"cut",1,2012
"cycles",1,2012
"data",1,2012
"distributing",1,2012
"domestic",1,2012
"electricity",1,2012
"elements",1,2012
"engineering",1,2012
"essential",1,2012
"estimate",1,2012
"estimated",1,2012
"excl",1,2012
"excluding",1,2012
"extracts",1,2012
"f",1,2012
"footwear",1,2012
"form",1,2012
"fuel",1,2012
"function",1,2012
"gases",1,2012
"group",1,2012
"hand",1,2012
"handling",1,2012
"hides",1,2012
"import",1,2012
"ind",1,2012
"industrial",1,2012
"industries",1,2012
"insecticides",1,2012
"internal",1,2012
"kind",1,2012
"lead",1,2012
"live",1,2012
"made",1,2012
"manufactured",1,2012
"manufacturing",1,2012
"measuring",1,2012
"mechanical",1,2012
"medical",1,2012
"minerals",1,2012
"paints",1,2012
"particular",1,2012
"pig",1,2012
"primary",1,2012
"printing",1,2012
"process",1,2012
"processing",1,2012
"producer",1,2012
"protecting",1,2012
"purpose",1,2012
"related",1,2012
"road",1,2012
"rough",1,2012
"sanitary",1,2012
"section",1,2012
"semi",1,2012
"shape",1,2012
"sheets",1,2012
"shipments",1,2012
"ships",1,2012
"similar",1,2012
"simply",1,2012
"size",1,2012
"specialized",1,2012
"specified",1,2012
"storage",1,2012
"substitutes",1,2012
"sugar",1,2012
"suitable",1,2012
"switching",1,2012
"tea",1,2012
"telecommunications",1,2012
"than",1,2012
"to",1,2012
"toys",1,2012
"transport",1,2012
"type",1,2012
"up",1,2012
"use",1,2012
"value",1,2012
"valued",1,2012
"veterinary",1,2012
"water",1,2012
"whether",1,2012
"work",1,2012
"worked",1,2012
"works",1,2012
"access",1,2013
"agricultural",1,2013
"air",1,2013
"aircraft",1,2013
"alcoholic",1,2013
"all",1,2013
"analysing",1,2013
"angles",1,2013
"art",1,2013
"article",1,2013
"automatic",1,2013
"bars",1,2013
"birds",1,2013
"board",1,2013
"boilers",1,2013
"bovine",1,2013
"but",1,2013
"cases",1,2013
"cement",1,2013
"cereals",1,2013
"chilled",1,2013
"chips",1,2013
"civil",1,2013
"classified",1,2013
"co",1,2013
"cocoa",1,2013
"coke",1,2013
"cold",1,2013
"combustion",1,2013
"containers",1,2013
"containing",1,2013
"corn",1,2013
"counters",1,2013
"current",1,2013
"cut",1,2013
"cycles",1,2013
"data",1,2013
"domestic",1,2013
"electricity",1,2013
"elements",1,2013
"engineering",1,2013
"essential",1,2013
"estimate",1,2013
"estimated",1,2013
"ethylene",1,2013
"excl",1,2013
"excluding",1,2013
"f",1,2013
"fabricated",1,2013
"fertilizer",1,2013
"flour",1,2013
"footwear",1,2013
"form",1,2013
"fuel",1,2013
"function",1,2013
"furniture",1,2013
"gases",1,2013
"glass",1,2013
"group",1,2013
"hair",1,2013
"hand",1,2013
"handling",1,2013
"headgear",1,2013
"hides",1,2013
"import",1,2013
"inc",1,2013
"ind",1,2013
"industrial",1,2013
"industries",1,2013
"internal",1,2013
"kind",1,2013
"lead",1,2013
"lighting",1,2013
"liquid",1,2013
"live",1,2013
"made",1,2013
"manufactured",1,2013
"manufacturing",1,2013
"measuring",1,2013
"mechanical",1,2013
"medical",1,2013
"metallic",1,2013
"minerals",1,2013
"nitrogen",1,2013
"ore",1,2013
"paints",1,2013
"particular",1,2013
"piston",1,2013
"plumbing",1,2013
"pottery",1,2013
"primary",1,2013
"printing",1,2013
"process",1,2013
"processing",1,2013
"producer",1,2013
"protecting",1,2013
"purpose",1,2013
"radioactive",1,2013
"related",1,2013
"road",1,2013
"roll",1,2013
"rough",1,2013
"sand",1,2013
"sanitary",1,2013
"section",1,2013
"semi",1,2013
"shape",1,2013
"shapes",1,2013
"sheets",1,2013
"shipments",1,2013
"ships",1,2013
"silver",1,2013
"similar",1,2013
"simply",1,2013
"size",1,2013
"skins",1,2013
"specialized",1,2013
"specified",1,2013
"spices",1,2013
"storage",1,2013
"substitutes",1,2013
"sugar",1,2013
"suitable",1,2013
"switching",1,2013
"tea",1,2013
"telecommunications",1,2013
"television",1,2013
"than",1,2013
"to",1,2013
"toys",1,2013
"transport",1,2013
"type",1,2013
"up",1,2013
"use",1,2013
"value",1,2013
"valued",1,2013
"vinyl",1,2013
"water",1,2013
"whether",1,2013
"work",1,2013
"worked",1,2013
"works",1,2013
"zinc",1,2013
"access",1,2014
"agricultural",1,2014
"air",1,2014
"aircraft",1,2014
"alcoholic",1,2014
"all",1,2014
"analysing",1,2014
"arms",1,2014
"article",1,2014
"automatic",1,2014
"ball",1,2014
"bars",1,2014
"board",1,2014
"but",1,2014
"cases",1,2014
"cereals",1,2014
"cheese",1,2014
"chilled",1,2014
"chips",1,2014
"chocolate",1,2014
"civil",1,2014
"classified",1,2014
"co",1,2014
"cocoa",1,2014
"cold",1,2014
"containers",1,2014
"containing",1,2014
"contractors",1,2014
"cooling",1,2014
"corn",1,2014
"crustaceans",1,2014
"current",1,2014
"cut",1,2014
"cycles",1,2014
"data",1,2014
"diagnostic",1,2014
"domestic",1,2014
"eggs",1,2014
"electricity",1,2014
"elements",1,2014
"engineering",1,2014
"essential",1,2014
"estimate",1,2014
"estimated",1,2014
"excl",1,2014
"excluding",1,2014
"f",1,2014
"feeding",1,2014
"fertilizer",1,2014
"fertilizers",1,2014
"floor",1,2014
"footwear",1,2014
"form",1,2014
"fuel",1,2014
"function",1,2014
"furniture",1,2014
"gases",1,2014
"group",1,2014
"hand",1,2014
"honey",1,2014
"import",1,2014
"inc",1,2014
"ind",1,2014
"industrial",1,2014
"industries",1,2014
"internal",1,2014
"kind",1,2014
"lead",1,2014
"live",1,2014
"made",1,2014
"manufactured",1,2014
"manufacturing",1,2014
"mate",1,2014
"measuring",1,2014
"medical",1,2014
"minerals",1,2014
"ore",1,2014
"particular",1,2014
"primary",1,2014
"printing",1,2014
"process",1,2014
"processing",1,2014
"producer",1,2014
"protecting",1,2014
"purpose",1,2014
"related",1,2014
"road",1,2014
"sand",1,2014
