"","Country Code","Year","Country","Region","IncomeGroup","Type","Silk","Cotton","Wheat","Rice","Barley","Maize","Other.Cereals","Coffee","Cocoa","Tea","Soft.Drinks","Alcohol","Milk","Juices","Population.Growth","Undernourishment","Overweight","Death","Income_Male","Income_Female","GDP.per.person","P.G.U.S","U.N.U.S","O.W.U.S","D.U.S","I.M.U.S","I.F.U.S","Gdp.P.U.S","sum.cloth","sum.cereal","sum.drinks","CVT"
"11","ECA",2001,"Afghanistan",NA,NA,"Export",NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,-0.0498141490068491,NA,NA,NA,77.4872195650843,78.8471641885393,24949.1271942801,0.989741382223669,NA,7,NA,91.4300003051758,93.7799987792969,92270.0234375,0,29549,140355,1
"12","ECA",2001,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0498141490068491,NA,NA,NA,77.4872195650843,78.8471641885393,24949.1271942801,0.989741382223669,NA,7,NA,91.4300003051758,93.7799987792969,92270.0234375,0,0,0,NA
"13","ECA",2002,"Afghanistan",NA,NA,"Export",NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,-0.0785761831733254,NA,NA,NA,78.3722113798544,79.7225694709907,26067.5540932324,0.927797485710314,NA,8,NA,91.5,93.9499969482422,94486.265625,0,9140,0,NA
"14","ECA",2002,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0785761831733254,NA,NA,NA,78.3722113798544,79.7225694709907,26067.5540932324,0.927797485710314,NA,8,NA,91.5,93.9499969482422,94486.265625,0,0,0,NA
"15","ECA",2003,"Afghanistan",NA,NA,"Export",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0368364761462061,NA,NA,NA,77.9775989077414,79.9393719863689,27562.915476852,0.859481712840946,NA,NA,NA,91.1800003051758,93.870002746582,96908.375,0,0,0,NA
"16","ECA",2003,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0.0368364761462061,NA,NA,NA,77.9775989077414,79.9393719863689,27562.915476852,0.859481712840946,NA,NA,NA,91.1800003051758,93.870002746582,96908.375,0,0,2103,0
"17","ECA",2004,"Afghanistan",NA,NA,"Export",NA,NA,0.858802096878964,0.141197903121036,0,0,0,0,0,0,0,0,1,0,0.0868642015428946,NA,NA,NA,76.7715595424311,79.8345955456866,29528.3516787921,0.925483968943482,NA,NA,NA,91.1399993896484,93.9100036621094,99377.6015625,0,4056505,543211,NA
"18","ECA",2004,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0868642015428946,NA,NA,NA,76.7715595424311,79.8345955456866,29528.3516787921,0.925483968943482,NA,NA,NA,91.1399993896484,93.9100036621094,99377.6015625,0,0,0,NA
"19","ECA",2005,"Afghanistan",NA,NA,"Export",NA,NA,0.990822520161056,0.00892664869745701,0,0.00025083114148674,0,0,0,0,0,1,0,0,0.101870726711923,NA,NA,6.1056572031262,77.2948995540015,79.6308825217511,31056.2833415827,0.921713167161207,NA,8.10000038146973,6.2,91.2099990844727,94.0599975585938,101026.1171875,0,10680492,9442,NA
"20","ECA",2005,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101870726711923,NA,NA,6.1056572031262,77.2948995540015,79.6308825217511,31056.2833415827,0.921713167161207,NA,8.10000038146973,6.2,91.2099990844727,94.0599975585938,101026.1171875,0,0,0,NA
"21","ECA",2006,"Afghanistan",NA,NA,"Export",NA,NA,0.951852434324022,0.0481475656759775,0,0,0,0,0,0,0.0225956893088843,0,0.977404310691116,0,0.136322915571085,NA,NA,NA,78.7557698314267,81.0813133221066,33220.3731788367,0.964253917136075,NA,NA,NA,91.3499984741211,94.0400009155273,101934.296875,0,10415376,644769,NA
"22","ECA",2006,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136322915571085,NA,NA,NA,78.7557698314267,81.0813133221066,33220.3731788367,0.964253917136075,NA,NA,NA,91.3499984741211,94.0400009155273,101934.296875,0,0,0,NA
"23","ECA",2007,"Afghanistan",NA,NA,"Export",NA,NA,0.963366028321575,0.0363954013083125,0,0.000238570370112215,0,0,0,0,1,0,0,0,0.17144511769105,NA,NA,NA,79.750245517213,81.4943225667394,35152.6240196691,0.951055242772428,NA,NA,NA,91.5899963378906,94.1600036621094,102855.5078125,0,22094110,21311,NA
"24","ECA",2007,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17144511769105,NA,NA,NA,79.750245517213,81.4943225667394,35152.6240196691,0.951055242772428,NA,NA,NA,91.5899963378906,94.1600036621094,102855.5078125,0,0,0,NA
"25","ECA",2008,"Afghanistan",NA,NA,"Export",NA,NA,0.614302095651217,0.385697904348784,0,0,0,0,0,0.0234643352966609,0,0,0.940100766284357,0.0364348984189818,0.262203537926425,NA,NA,NA,79.4916931841087,81.0751199828299,36406.4852048547,0.945865287282592,NA,NA,NA,91.7200012207031,94.4300003051758,102690.25,0,28753926,460273,0
"26","ECA",2008,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262203537926425,NA,NA,NA,79.4916931841087,81.0751199828299,36406.4852048547,0.945865287282592,NA,NA,NA,91.7200012207031,94.4300003051758,102690.25,0,0,0,NA
"27","ECA",2009,"Afghanistan",NA,NA,"Export",NA,NA,0,1,0,0,0,0,0,0,0.289549564963592,0,0.710450435036408,0,0.433746667770251,NA,NA,NA,77.9321086057929,80.0152372391513,34632.426196603,0.876651298802912,NA,7.80000019073486,NA,91.620002746582,94.3399963378906,103594.9453125,0,1570228,198719,NA
"28","ECA",2009,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433746667770251,NA,NA,NA,77.9321086057929,80.0152372391513,34632.426196603,0.876651298802912,NA,7.80000019073486,NA,91.620002746582,94.3399963378906,103594.9453125,0,0,0,NA
"29","ECA",2010,"Afghanistan",NA,NA,"Export",NA,NA,0.789845952949045,0.210154047050955,0,0,0,0.0188504967105883,0,0,0.340966438037071,0,0.593794685775685,0.0463883794766564,0.49760388713014,NA,NA,5.63733218431692,78.545601435099,80.0240156596208,35956.1604241821,0.836421536252919,NA,NA,5.5,91.6600036621094,94.4000015258789,106689.953125,0,12526887,742686,1
"30","ECA",2010,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49760388713014,NA,NA,5.63733218431692,78.545601435099,80.0240156596208,35956.1604241821,0.836421536252919,NA,NA,5.5,91.6600036621094,94.4000015258789,106689.953125,0,0,0,NA
"31","ECA",2011,"Afghanistan",NA,NA,"Export",0,1,0.995234542412318,0,0,0.00476545758768225,0,0.0418985442851424,0,0,0.798285168777578,0,0.15981628693728,0,0.508403467836487,NA,NA,NA,78.4323266779988,79.6959208456666,37206.0086237932,0.745614384161178,NA,NA,NA,92.0100021362305,94.4800033569336,107455.859375,1e+05,7064799,227311,1
"32","ECA",2011,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0.508403467836487,NA,NA,NA,78.4323266779988,79.6959208456666,37206.0086237932,0.745614384161178,NA,NA,NA,92.0100021362305,94.4800033569336,107455.859375,0,0,3283,NA
"33","ECA",2012,"Afghanistan",NA,NA,"Export",NA,NA,0.841092546413367,0.146277645080096,0,0.0126298085065379,0,0.121403914103409,0,0,0.0271172468401628,0,0.851478839056428,0,0.538721019623821,NA,NA,NA,78.7518069828863,80.1962852729224,37864.6352265489,0.746419895309982,NA,6,NA,92.2200012207031,94.379997253418,108103.1875,0,4280825,368769,1
"34","ECA",2012,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0.538721019623821,NA,NA,NA,78.7518069828863,80.1962852729224,37864.6352265489,0.746419895309982,NA,6,NA,92.2200012207031,94.379997253418,108103.1875,0,0,4590,NA
"35","ECA",2013,"Afghanistan",NA,NA,"Export",NA,NA,0,0.972899644892722,0,0.0271003551072782,0,0.0023706173640941,0,0.00622309661215091,0.991406286023755,0,0,0,0.593578590348258,NA,NA,NA,78.5756567007477,80.1995038134728,38669.7627472636,0.700262300199542,NA,NA,NA,92.5,94.4000015258789,109330.1796875,0,837775,1106041,0.275854813256181
"36","ECA",2013,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593578590348258,NA,NA,NA,78.5756567007477,80.1995038134728,38669.7627472636,0.700262300199542,NA,NA,NA,92.5,94.4000015258789,109330.1796875,0,0,0,NA
"37","ECA",2014,"Afghanistan",NA,NA,"Export",NA,NA,0,0,0,1,0,0.0130307607715846,0,0,0.816870287208188,0,0.168045372257323,0.00205357976290488,0.581358718064664,NA,NA,NA,79.5995589867364,82.4721092017963,39049.2304723404,0.743124260018542,NA,NA,NA,92.6100006103516,94.6100006103516,110099.6875,0,5711343,1467681,1
"38","ECA",2014,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0.581358718064664,NA,NA,NA,79.5995589867364,82.4721092017963,39049.2304723404,0.743124260018542,NA,NA,NA,92.6100006103516,94.6100006103516,110099.6875,0,0,4236,NA
"39","ECA",2015,"Afghanistan",NA,NA,"Export",NA,NA,1,0,0,0,0,0.0404485758337944,0,0.00259771912389046,0.570810175005431,0,0.37280448454728,0.0133390454896042,0.597508016217489,NA,NA,5.80000700122599,79.266046048544,82.212995505253,38638.6181757632,0.729731987479115,NA,NA,5.4,92.5199966430664,94.7099990844727,111130.8359375,0,7246528,1321159,0.939652898665401
"40","ECA",2015,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0.597508016217489,NA,NA,5.80000700122599,79.266046048544,82.212995505253,38638.6181757632,0.729731987479115,NA,NA,5.4,92.5199966430664,94.7099990844727,111130.8359375,0,0,61741,NA
"41","ECA",2016,"Afghanistan",NA,NA,"Export",0,1,0,0,0,1,0,0.00801074025997119,0,0.161169470277575,0,0,0.830819789462453,0,0.590132333447741,NA,NA,NA,NA,NA,38975.6952267212,0.692801345694918,NA,NA,NA,92.5299987792969,94.8099975585938,111711.8046875,5400,4950,899792,0.0473503386390062
"42","ECA",2016,"Afghanistan",NA,NA,"Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590132333447741,NA,NA,NA,NA,NA,38975.6952267212,0.692801345694918,NA,NA,NA,92.5299987792969,94.8099975585938,111711.8046875,0,0,0,NA
"43","MAC",1996,"Albania","East Asia & Pacific","High income","Export",NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.02277532850382,NA,NA,NA,86.25,92.9800033569336,90067.6171875,1.16341161998189,NA,NA,NA,90.2399978637695,93.1399993896484,82911.4765625,0,4311450,0,NA
"44","MAC",1996,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02277532850382,NA,NA,NA,86.25,92.9800033569336,90067.6171875,1.16341161998189,NA,NA,NA,90.2399978637695,93.1399993896484,82911.4765625,0,0,0,NA
"45","MAC",1997,"Albania","East Asia & Pacific","High income","Export",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2.01156027254312,NA,NA,NA,87.5599975585938,93.7600021362305,87896.859375,1.20396029701272,NA,NA,NA,90.4599990844727,93.2600021362305,84603.609375,0,0,10250,NA
"46","MAC",1997,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01156027254312,NA,NA,NA,87.5599975585938,93.7600021362305,87896.859375,1.20396029701272,NA,NA,NA,90.4599990844727,93.2600021362305,84603.609375,0,0,0,NA
"47","MAC",1998,"Albania","East Asia & Pacific","High income","Export",NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.03925967492043,NA,NA,NA,87.2900009155273,94.0800018310547,83597.7109375,1.16571452642589,NA,NA,NA,90.75,93.5699996948242,86654.7109375,0,3254982,0,NA
"48","MAC",1998,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,2.03925967492043,NA,NA,NA,87.2900009155273,94.0800018310547,83597.7109375,1.16571452642589,NA,NA,NA,90.75,93.5699996948242,86654.7109375,0,0,6948,NA
"49","MAC",1999,"Albania","East Asia & Pacific","High income","Export",NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.11658459535465,NA,NA,NA,85.5999984741211,93.1399993896484,81948.8515625,1.14834004729055,NA,NA,NA,91.0800018310547,93.8000030517578,89092.90625,0,892609,0,NA
"50","MAC",1999,"Albania","East Asia & Pacific","High income","Import",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,2.11658459535465,NA,NA,NA,85.5999984741211,93.1399993896484,81948.8515625,1.14834004729055,NA,NA,NA,91.0800018310547,93.8000030517578,89092.90625,0,19928,93005,NA
"51","MAC",2000,"Albania","East Asia & Pacific","High income","Export",NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.21487633295151,NA,NA,NA,84.7900009155273,91.9700012207031,85653.09375,1.11276899679534,NA,NA,6.1,91.3399963378906,93.6999969482422,91326.5625,0,127437,0,NA
"52","MAC",2000,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21487633295151,NA,NA,NA,84.7900009155273,91.9700012207031,85653.09375,1.11276899679534,NA,NA,6.1,91.3399963378906,93.6999969482422,91326.5625,0,0,0,NA
"53","MAC",2001,"Albania","East Asia & Pacific","High income","Export",NA,NA,0.995099548661988,0.00490045133801221,0,0,0,0,0,0,0,0,1,0,2.33296958280833,NA,NA,NA,86.3000030517578,92.6699981689453,83389.0703125,0.989741382223669,NA,7,NA,91.4300003051758,93.7799987792969,92270.0234375,0,2312236,676377,NA
"54","MAC",2001,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33296958280833,NA,NA,NA,86.3000030517578,92.6699981689453,83389.0703125,0.989741382223669,NA,7,NA,91.4300003051758,93.7799987792969,92270.0234375,0,0,0,NA
"55","MAC",2002,"Albania","East Asia & Pacific","High income","Export",NA,NA,0.950109403289396,0.0435442541328957,0,0.00634634257770859,0,0,0,0,0,0,1,0,2.4387410292086,NA,NA,NA,85.8099975585938,93.5,90686.5234375,0.927797485710314,NA,8,NA,91.5,93.9499969482422,94486.265625,0,3782336,198745,NA
"56","MAC",2002,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,2.4387410292086,NA,NA,NA,85.8099975585938,93.5,90686.5234375,0.927797485710314,NA,8,NA,91.5,93.9499969482422,94486.265625,0,0,21294,NA
"57","MAC",2003,"Albania","East Asia & Pacific","High income","Export",NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,2.47547685727853,NA,NA,NA,85.6900024414063,93,100738.1796875,0.859481712840946,NA,NA,NA,91.1800003051758,93.870002746582,96908.375,0,658796,0,NA
"58","MAC",2003,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,2.47547685727853,NA,NA,NA,85.6900024414063,93,100738.1796875,0.859481712840946,NA,NA,NA,91.1800003051758,93.870002746582,96908.375,0,0,10080,NA
"59","MAC",2004,"Albania","East Asia & Pacific","High income","Export",NA,NA,0.766968298443812,0.0214510720700901,0,0.211580629486098,0,NA,NA,NA,NA,NA,NA,NA,2.42734115881174,NA,NA,NA,84.8099975585938,92.4000015258789,119987.3046875,0.925483968943482,NA,NA,NA,91.1399993896484,93.9100036621094,99377.6015625,0,2068195,0,NA
"60","MAC",2004,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.112287872565966,0.887712127434034,0,0,2.42734115881174,NA,NA,NA,84.8099975585938,92.4000015258789,119987.3046875,0.925483968943482,NA,NA,NA,91.1399993896484,93.9100036621094,99377.6015625,0,0,104713,NA
"61","MAC",2005,"Albania","East Asia & Pacific","High income","Export",0,1,NA,NA,NA,NA,NA,0,0,0,0,0.176263046993679,0.823736953006321,0,2.32837778576615,NA,NA,NA,86.1600036621094,93.4599990844727,122575.2578125,0.921713167161207,NA,8.10000038146973,6.2,91.2099990844727,94.0599975585938,101026.1171875,38093,0,20407,NA
"62","MAC",2005,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.0784103720405862,0.921589627959414,0,0,2.32837778576615,NA,NA,NA,86.1600036621094,93.4599990844727,122575.2578125,0.921713167161207,NA,8.10000038146973,6.2,91.2099990844727,94.0599975585938,101026.1171875,0,0,35480,NA
"63","MAC",2006,"Albania","East Asia & Pacific","High income","Export",NA,NA,0,0,0,1,0,0,0,0,0.668433462595241,0,0.331566537404759,0,2.2054857601565,NA,NA,NA,88.0599975585938,93.7699966430664,131629.046875,0.964253917136075,NA,NA,NA,91.3499984741211,94.0400009155273,101934.296875,0,17260,102634,NA
"64","MAC",2006,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.418190221857025,0.581809778142975,0,0,2.2054857601565,NA,NA,NA,88.0599975585938,93.7699966430664,131629.046875,0.964253917136075,NA,NA,NA,91.3499984741211,94.0400009155273,101934.296875,0,0,116832,NA
"65","MAC",2007,"Albania","East Asia & Pacific","High income","Export",NA,NA,0,0.00477695331877808,0,0.995223046681222,0,0,0,0,0.0348074952139694,0,0.965192504786031,0,2.10669652155738,NA,NA,NA,88.5400009155273,94.6399993896484,139268.359375,0.951055242772428,NA,NA,NA,91.5899963378906,94.1600036621094,102855.5078125,0,1050251,103426,NA
"66","MAC",2007,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.634593265378971,0.365406734621029,0,0,2.10669652155738,NA,NA,NA,88.5400009155273,94.6399993896484,139268.359375,0.951055242772428,NA,NA,NA,91.5899963378906,94.1600036621094,102855.5078125,0,0,126065,NA
"67","MAC",2008,"Albania","East Asia & Pacific","High income","Export",NA,NA,0.190460569479071,0.352906442724052,0,0.456632987796877,0,0.32604467495727,0,0,0.275169446572759,0,0.398785878469971,0,2.06750632532795,NA,NA,NA,90.129997253418,95.2200012207031,136663.21875,0.945865287282592,NA,NA,NA,91.7200012207031,94.4300003051758,102690.25,0,30484,84835,1
"68","MAC",2008,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.345405788935495,0.654594211064505,0,0,2.06750632532795,NA,NA,NA,90.129997253418,95.2200012207031,136663.21875,0.945865287282592,NA,NA,NA,91.7200012207031,94.4300003051758,102690.25,0,0,95838,NA
"69","MAC",2009,"Albania","East Asia & Pacific","High income","Export",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.70677821617378,0,0.235827473390186,0.0573943104360337,2.10941962502375,NA,NA,NA,89.1500015258789,95.1800003051758,134337.515625,0.876651298802912,NA,7.80000019073486,NA,91.620002746582,94.3399963378906,103594.9453125,0,0,296789,NA
"70","MAC",2009,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.1384139108295,0.8615860891705,0,0,2.10941962502375,NA,NA,NA,89.1500015258789,95.1800003051758,134337.515625,0.876651298802912,NA,7.80000019073486,NA,91.620002746582,94.3399963378906,103594.9453125,0,0,34563,NA
"71","MAC",2010,"Albania","East Asia & Pacific","High income","Export",NA,NA,0,1,0,0,0,0,0,0,0.143692140433336,0,0.760907523528184,0.0954003360384797,2.1946089306474,NA,NA,NA,88.6800003051758,95.5299987792969,163961.296875,0.836421536252919,NA,NA,5.5,91.6600036621094,94.4000015258789,106689.953125,0,1115197,728488,NA
"72","MAC",2010,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,2.1946089306474,NA,NA,NA,88.6800003051758,95.5299987792969,163961.296875,0.836421536252919,NA,NA,5.5,91.6600036621094,94.4000015258789,106689.953125,0,0,142726,NA
"73","MAC",2011,"Albania","East Asia & Pacific","High income","Export",NA,NA,0,1,0,0,0,0.513574893479797,0,0,0.0343060234515976,0,0.452119083068605,0,2.29573929491577,NA,NA,NA,89.5100021362305,95.5500030517578,192734.578125,0.745614384161178,NA,NA,NA,92.0100021362305,94.4800033569336,107455.859375,0,761218,145747,1
"74","MAC",2011,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0.0498600357567685,0,0,0.25363087903243,0.696509085210801,0,0,2.29573929491577,NA,NA,NA,89.5100021362305,95.5500030517578,192734.578125,0.745614384161178,NA,NA,NA,92.0100021362305,94.4800033569336,107455.859375,0,0,140393,1
"75","MAC",2012,"Albania","East Asia & Pacific","High income","Export",NA,NA,0,1,0,0,0,0,0,0,0,0.504241819436231,0.495758180563769,0,2.3548485998615,NA,NA,NA,89.8099975585938,95.8000030517578,205834.53125,0.746419895309982,NA,6,NA,92.2200012207031,94.379997253418,108103.1875,0,695483,811680,NA
"76","MAC",2012,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0.213654688614301,0,0,0.170181490052249,0.61616382133345,0,0,2.3548485998615,NA,NA,NA,89.8099975585938,95.8000030517578,205834.53125,0.746419895309982,NA,6,NA,92.2200012207031,94.379997253418,108103.1875,0,0,68709,1
"77","MAC",2013,"Albania","East Asia & Pacific","High income","Export",NA,NA,0,1,0,0,0,0,0,0,0.170367692625491,0,0.829632307374509,0,2.3385337251586,NA,NA,NA,90.4599990844727,96.0899963378906,223671.171875,0.700262300199542,NA,NA,NA,92.5,94.4000015258789,109330.1796875,0,117600,96820,NA
"78","MAC",2013,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0.763824508715806,0,0,0.236175491284194,0,0,0,2.3385337251586,NA,NA,NA,90.4599990844727,96.0899963378906,223671.171875,0.700262300199542,NA,NA,NA,92.5,94.4000015258789,109330.1796875,0,0,30634,1
"79","MAC",2014,"Albania","East Asia & Pacific","High income","Export",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,2.22227169495604,NA,NA,NA,91.5899963378906,95.7799987792969,218749.9375,0.743124260018542,NA,NA,NA,92.6100006103516,94.6100006103516,110099.6875,0,0,180773,NA
"80","MAC",2014,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0.296023937519018,0,0.107300436149711,0.0282102647327315,0.568465361598539,0,0,2.22227169495604,NA,NA,NA,91.5899963378906,95.7799987792969,218749.9375,0.743124260018542,NA,NA,NA,92.6100006103516,94.6100006103516,110099.6875,0,0,157744,0.73395995096036
"81","MAC",2015,"Albania","East Asia & Pacific","High income","Export",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04441261823224,NA,NA,NA,91.0299987792969,95.8499984741211,172004.921875,0.729731987479115,NA,NA,5.4,92.5199966430664,94.7099990844727,111130.8359375,0,0,0,NA
"82","MAC",2015,"Albania","East Asia & Pacific","High income","Import",NA,NA,NA,NA,NA,NA,NA,0.396225099370075,0,0,0.0359940494177262,0.567780851212199,0,0,2.04441261823224,NA,NA,NA,91.0299987792969,95.8499984741211,172004.921875,0.729731987479115,NA,NA,5.4,92.5199966430664,94.7099990844727,111130.8359375,0,0,86042,1
